what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022342830
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022343355
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022359997
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022363984
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1247022365639
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022366498
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022368983
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1247022370162
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022370548
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022376427
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1247022378386
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022378937
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022381964
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1247022382729
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.undo",1247022383304
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1247022384072
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022384889
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022388502
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.paste",1247022389880
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1247022391118
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1247022393748
executed,command,org.eclipse.ui,3.5.0.I20090604-2000,"org.eclipse.ui.edit.delete",1247022394387
executed,command,org.eclipse.ui.workbench.texteditor,3.5.0.v20090603,"org.eclipse.ui.edit.text.goto.lineStart",1247022397558
deactivated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022405118
activated,workbench,org.eclipse.ui.workbench,3.5.0.I20090603-2000,"",1247022414115
