getpid(), current_time, number, utime, stime, ru_maxrss, ru_msgsnd, ru_msgrcv, ru_nvcsw, ru_nivcsw
19031, 1264542536.842535, 23253001, 6.138977, 0.017812, 192512, 456, 0, 1, 2309
19032, 1264542536.846651, 32766001, 6.116175, 0.017302, 192512, 425, 0, 1, 2361
19031, 1264542536.850221, 23257001, 6.146657, 0.017820, 192512, 457, 0, 1, 2309
19033, 1264542536.853565, 42504001, 6.222830, 0.017052, 192512, 361, 0, 1, 2332
19028, 1264542536.853587, 0, 0.009804, 0.027902, 360448, 0, 2240, 2227, 16
19032, 1264542536.853659, 32769001, 6.123111, 0.017327, 192512, 426, 0, 1, 2365
19034, 1264542536.861372, 52167001, 5.900314, 0.014353, 192512, 317, 0, 1, 1754
19030, 1264542536.868722, 14238001, 6.247205, 0.020866, 192512, 677, 0, 2, 2532
19033, 1264542536.880827, 42507001, 6.230072, 0.017066, 192512, 362, 0, 1, 2333
19034, 1264542536.882663, 52171001, 5.911461, 0.014389, 192512, 318, 0, 1, 1759
19028, 1264542536.882685, 0, 0.009823, 0.027948, 360448, 0, 2245, 2232, 16
19033, 1264542536.888432, 42510001, 6.237671, 0.017073, 192512, 363, 0, 1, 2333
19032, 1264542536.889400, 32776001, 6.138560, 0.017391, 192512, 427, 0, 1, 2375
19031, 1264542536.905932, 23265001, 6.162335, 0.017840, 192512, 458, 0, 1, 2311
19034, 1264542536.915272, 52177001, 5.928312, 0.014429, 192512, 319, 0, 1, 1765
19030, 1264542536.924385, 14248001, 6.262836, 0.020886, 192512, 678, 0, 2, 2534
19028, 1264542536.924410, 0, 0.009843, 0.028000, 360448, 0, 2250, 2237, 16
19032, 1264542536.927709, 32784001, 6.156419, 0.017452, 192512, 428, 0, 1, 2384
19030, 1264542536.929125, 14251001, 6.267570, 0.020893, 192512, 679, 0, 2, 2534
19031, 1264542536.931859, 23268001, 6.168242, 0.017855, 192512, 459, 0, 1, 2312
19031, 1264542536.957536, 23275001, 6.182143, 0.017872, 192512, 460, 0, 1, 2314
19032, 1264542536.963598, 32791001, 6.172492, 0.017480, 192512, 429, 0, 1, 2389
19028, 1264542536.963620, 0, 0.009862, 0.028045, 360448, 0, 2255, 2242, 16
19033, 1264542536.969494, 42522001, 6.268214, 0.017109, 192512, 364, 0, 1, 2337
19030, 1264542537.001000, 14271001, 6.299092, 0.020947, 192512, 680, 0, 2, 2540
19030, 1264542537.010793, 14277001, 6.308638, 0.020996, 192512, 681, 0, 2, 2545
19030, 1264542537.016308, 14278001, 6.310338, 0.021030, 192512, 682, 0, 2, 2549
19031, 1264542537.018954, 23292001, 6.215676, 0.017948, 192512, 461, 0, 1, 2321
19028, 1264542537.018987, 0, 0.009885, 0.028106, 360448, 0, 2260, 2247, 16
19030, 1264542537.024581, 14283001, 6.318455, 0.021061, 192512, 683, 0, 2, 2553
19031, 1264542537.035828, 23293001, 6.217467, 0.017966, 192512, 462, 0, 1, 2322
19033, 1264542537.036663, 42534001, 6.298575, 0.017230, 192512, 365, 0, 1, 2352
19033, 1264542537.039317, 42535001, 6.301222, 0.017239, 192512, 366, 0, 1, 2352
19031, 1264542537.040215, 23295001, 6.221691, 0.017997, 192512, 463, 0, 1, 2327
19028, 1264542537.040238, 0, 0.009908, 0.028201, 360448, 0, 2265, 2252, 16
19030, 1264542537.046474, 14284001, 6.320025, 0.021092, 192512, 684, 0, 2, 2557
19034, 1264542537.057784, 52191001, 5.966944, 0.014518, 192512, 320, 0, 1, 1779
19034, 1264542537.060456, 52192001, 5.969591, 0.014531, 192512, 321, 0, 1, 1780
19030, 1264542537.069870, 14292001, 6.332700, 0.021113, 192512, 685, 0, 2, 2559
19033, 1264542537.073602, 42541001, 6.315715, 0.017271, 192512, 367, 0, 1, 2358
19028, 1264542537.073626, 0, 0.009928, 0.028249, 360448, 0, 2270, 2257, 16
19034, 1264542537.080829, 52194001, 5.975314, 0.014559, 192512, 322, 0, 1, 1786
19030, 1264542537.090802, 14296001, 6.339055, 0.021140, 192512, 686, 0, 2, 2564
19032, 1264542537.100073, 32808001, 6.210960, 0.017554, 192512, 430, 0, 1, 2399
19032, 1264542537.102349, 32809001, 6.213214, 0.017566, 192512, 431, 0, 1, 2400
19032, 1264542537.106950, 32811001, 6.217793, 0.017577, 192512, 432, 0, 1, 2401
19028, 1264542537.106975, 0, 0.009948, 0.028300, 360448, 0, 2275, 2262, 16
19032, 1264542537.109032, 32812001, 6.219865, 0.017586, 192512, 433, 0, 1, 2401
19030, 1264542537.118666, 14304001, 6.351476, 0.021154, 192512, 687, 0, 2, 2565
19030, 1264542537.120430, 14305001, 6.353219, 0.021165, 192512, 688, 0, 2, 2566
19031, 1264542537.127429, 23314001, 6.258939, 0.018083, 192512, 464, 0, 1, 2336
19030, 1264542537.147975, 14310001, 6.361240, 0.021187, 192512, 689, 0, 2, 2570
19028, 1264542537.148001, 0, 0.009968, 0.028348, 360448, 0, 2280, 2267, 16
19030, 1264542537.152521, 14313001, 6.365779, 0.021194, 192512, 690, 0, 2, 2570
19033, 1264542537.165048, 42555001, 6.351345, 0.017329, 192512, 368, 0, 1, 2364
19031, 1264542537.168065, 23326001, 6.282668, 0.018127, 192512, 465, 0, 1, 2344
19030, 1264542537.179155, 14317001, 6.372394, 0.021207, 192512, 691, 0, 2, 2571
19031, 1264542537.187283, 23329001, 6.288478, 0.018151, 192512, 466, 0, 1, 2347
19028, 1264542537.187308, 0, 0.009988, 0.028399, 360448, 0, 2285, 2272, 16
19033, 1264542537.187393, 42556001, 6.353670, 0.017343, 192512, 369, 0, 1, 2365
19031, 1264542537.190948, 23331001, 6.292081, 0.018171, 192512, 467, 0, 1, 2350
19034, 1264542537.199453, 52210001, 6.018932, 0.014611, 192512, 323, 0, 1, 1794
19031, 1264542537.206786, 23334001, 6.297831, 0.018204, 192512, 468, 0, 1, 2354
19030, 1264542537.206915, 14322001, 6.380134, 0.021222, 192512, 692, 0, 2, 2572
19028, 1264542537.206938, 0, 0.010007, 0.028446, 360448, 0, 2290, 2277, 16
19031, 1264542537.212610, 23337001, 6.303593, 0.018225, 192512, 469, 0, 1, 2357
19031, 1264542537.214532, 23338001, 6.305493, 0.018235, 192512, 470, 0, 1, 2358
19033, 1264542537.222301, 42562001, 6.368558, 0.017357, 192512, 370, 0, 1, 2366
19031, 1264542537.228521, 23340001, 6.309422, 0.018252, 192512, 471, 0, 1, 2360
19031, 1264542537.230436, 23341001, 6.311253, 0.018270, 192512, 472, 0, 1, 2362
19028, 1264542537.230462, 0, 0.010026, 0.028491, 360448, 0, 2295, 2282, 16
19034, 1264542537.232791, 52215001, 6.032250, 0.014626, 192512, 324, 0, 1, 1795
19033, 1264542537.253986, 42567001, 6.380999, 0.017371, 192512, 371, 0, 1, 2367
19034, 1264542537.259325, 52219001, 6.043132, 0.014646, 192512, 325, 0, 1, 1797
19032, 1264542537.264422, 32841001, 6.284897, 0.017712, 192512, 434, 0, 1, 2421
19030, 1264542537.266691, 14335001, 6.400652, 0.021244, 192512, 693, 0, 2, 2574
19028, 1264542537.266713, 0, 0.010045, 0.028540, 360448, 0, 2300, 2287, 16
19032, 1264542537.266748, 32842001, 6.287181, 0.017725, 192512, 435, 0, 1, 2423
19031, 1264542537.289834, 23355001, 6.339186, 0.018379, 192512, 473, 0, 1, 2379
19031, 1264542537.291563, 23356001, 6.340873, 0.018396, 192512, 474, 0, 1, 2381
19034, 1264542537.294499, 52224001, 6.057410, 0.014666, 192512, 326, 0, 1, 1799
19030, 1264542537.296520, 14341001, 6.410254, 0.021259, 192512, 694, 0, 2, 2575
19028, 1264542537.296551, 0, 0.010065, 0.028590, 360448, 0, 2305, 2292, 16
19033, 1264542537.305662, 42573001, 6.395863, 0.017416, 192512, 372, 0, 1, 2372
19030, 1264542537.317235, 14350001, 6.424387, 0.021288, 192512, 695, 0, 2, 2577
19030, 1264542537.320791, 14352001, 6.427937, 0.021295, 192512, 696, 0, 2, 2577
19033, 1264542537.325849, 42577001, 6.406033, 0.017431, 192512, 373, 0, 1, 2373
19033, 1264542537.330707, 42579001, 6.410885, 0.017437, 192512, 374, 0, 1, 2373
19028, 1264542537.330728, 0, 0.010087, 0.028683, 360448, 0, 2310, 2297, 16
19034, 1264542537.336995, 52233001, 6.082271, 0.014740, 192512, 327, 0, 1, 1809
19034, 1264542537.339519, 52234001, 6.084771, 0.014752, 192512, 328, 0, 1, 1810
19032, 1264542537.343848, 32853001, 6.311300, 0.017805, 192512, 436, 0, 1, 2436
19034, 1264542537.355458, 52236001, 6.090572, 0.014781, 192512, 329, 0, 1, 1814
19034, 1264542537.358440, 52237001, 6.093497, 0.014804, 192512, 330, 0, 1, 1817
19028, 1264542537.358464, 0, 0.010108, 0.028732, 360448, 0, 2315, 2302, 16
19031, 1264542537.358911, 23361001, 6.351004, 0.018424, 192512, 475, 0, 1, 2385
19030, 1264542537.369866, 14362001, 6.444171, 0.021313, 192512, 697, 0, 2, 2579
19031, 1264542537.392432, 23368001, 6.364545, 0.018439, 192512, 476, 0, 1, 2386
19032, 1264542537.398210, 32868001, 6.345248, 0.017891, 192512, 437, 0, 1, 2449
19034, 1264542537.409851, 52245001, 6.114617, 0.014874, 192512, 331, 0, 1, 1828
19028, 1264542537.409876, 0, 0.010128, 0.028780, 360448, 0, 2320, 2307, 16
19031, 1264542537.417026, 23371001, 6.370642, 0.018466, 192512, 477, 0, 1, 2388
19032, 1264542537.420426, 32872001, 6.354077, 0.017916, 192512, 438, 0, 1, 2452
19031, 1264542537.421036, 23373001, 6.374636, 0.018483, 192512, 478, 0, 1, 2388
19030, 1264542537.430251, 14376001, 6.466097, 0.021334, 192512, 698, 0, 2, 2581
19033, 1264542537.434331, 42592001, 6.443239, 0.017492, 192512, 375, 0, 1, 2380
19028, 1264542537.434355, 0, 0.010149, 0.028832, 360448, 0, 2325, 2312, 16
19033, 1264542537.439471, 42594001, 6.448372, 0.017501, 192512, 376, 0, 1, 2380
19033, 1264542537.441998, 42595001, 6.450893, 0.017506, 192512, 377, 0, 1, 2380
19030, 1264542537.459736, 14382001, 6.475797, 0.021377, 192512, 699, 0, 2, 2583
19030, 1264542537.461315, 14383001, 6.477364, 0.021390, 192512, 700, 0, 2, 2583
19034, 1264542537.489317, 52252001, 6.134316, 0.014968, 192512, 332, 0, 1, 1840
19028, 1264542537.489367, 0, 0.010173, 0.028891, 360448, 0, 2330, 2317, 16
19034, 1264542537.501467, 52254001, 6.139617, 0.014995, 192512, 333, 0, 1, 1841
19031, 1264542537.501614, 23391001, 6.408570, 0.018577, 192512, 479, 0, 1, 2401
19034, 1264542537.504132, 52255001, 6.142275, 0.015002, 192512, 334, 0, 1, 1841
19033, 1264542537.512443, 42606001, 6.478464, 0.017583, 192512, 378, 0, 1, 2390
19033, 1264542537.515099, 42607001, 6.481093, 0.017595, 192512, 379, 0, 1, 2391
19028, 1264542537.515121, 0, 0.010194, 0.028940, 360448, 0, 2335, 2322, 16
19031, 1264542537.526737, 23397001, 6.420023, 0.018620, 192512, 480, 0, 1, 2408
19031, 1264542537.542492, 23403001, 6.431689, 0.018642, 192512, 481, 0, 1, 2411
19031, 1264542537.544294, 23404001, 6.433466, 0.018655, 192512, 482, 0, 1, 2412
19033, 1264542537.567846, 42613001, 6.496197, 0.017618, 192512, 380, 0, 1, 2394
19031, 1264542537.569267, 23407001, 6.439499, 0.018675, 192512, 483, 0, 1, 2415
19028, 1264542537.569289, 0, 0.010214, 0.028989, 360448, 0, 2340, 2327, 16
19033, 1264542537.575581, 42616001, 6.503926, 0.017625, 192512, 381, 0, 1, 2394
19032, 1264542537.584812, 32896001, 6.408485, 0.018044, 192512, 439, 0, 1, 2471
19034, 1264542537.585458, 52266001, 6.173125, 0.015053, 192512, 335, 0, 1, 1849
19030, 1264542537.592589, 14424001, 6.542792, 0.021504, 192512, 701, 0, 2, 2599
19030, 1264542537.604181, 14425001, 6.544354, 0.021518, 192512, 702, 0, 2, 2600
19028, 1264542537.604204, 0, 0.010233, 0.029038, 360448, 0, 2345, 2332, 16
19031, 1264542537.605096, 23413001, 6.451165, 0.018707, 192512, 484, 0, 1, 2420
19030, 1264542537.612009, 14430001, 6.552079, 0.021542, 192512, 703, 0, 2, 2605
19034, 1264542537.645965, 52276001, 6.200072, 0.015197, 192512, 336, 0, 1, 1887
19032, 1264542537.651991, 32910001, 6.439876, 0.018086, 192512, 440, 0, 1, 2475
19034, 1264542537.654137, 52279001, 6.208155, 0.015229, 192512, 337, 0, 1, 1891
19028, 1264542537.654208, 0, 0.010256, 0.029136, 360448, 0, 2350, 2337, 16
19033, 1264542537.659280, 42627001, 6.531643, 0.017677, 192512, 382, 0, 1, 2399
19031, 1264542537.663025, 23421001, 6.466626, 0.018739, 192512, 485, 0, 1, 2423
19030, 1264542537.670954, 14436001, 6.561663, 0.021573, 192512, 704, 0, 2, 2609
19030, 1264542537.677221, 14437001, 6.563213, 0.021594, 192512, 705, 0, 2, 2611
19030, 1264542537.682095, 14440001, 6.568056, 0.021608, 192512, 706, 0, 2, 2613
19028, 1264542537.682117, 0, 0.010277, 0.029188, 360448, 0, 2355, 2342, 16
19030, 1264542537.686782, 14443001, 6.572685, 0.021626, 192512, 707, 0, 2, 2615
19030, 1264542537.690235, 14445001, 6.576055, 0.021647, 192512, 708, 0, 2, 2618
19030, 1264542537.694948, 14448001, 6.580747, 0.021658, 192512, 709, 0, 2, 2619
19031, 1264542537.696135, 23428001, 6.480228, 0.018755, 192512, 486, 0, 1, 2424
19033, 1264542537.703659, 42633001, 6.546488, 0.017716, 192512, 383, 0, 1, 2403
19028, 1264542537.703681, 0, 0.010296, 0.029231, 360448, 0, 2360, 2347, 16
19034, 1264542537.709169, 52288001, 6.232041, 0.015314, 192512, 338, 0, 1, 1907
19033, 1264542537.711170, 42636001, 6.553981, 0.017734, 192512, 384, 0, 1, 2403
19034, 1264542537.714708, 52290001, 6.237540, 0.015330, 192512, 339, 0, 1, 1909
19033, 1264542537.740440, 42640001, 6.564317, 0.017754, 192512, 385, 0, 1, 2405
19032, 1264542537.744393, 32923001, 6.468881, 0.018120, 192512, 441, 0, 1, 2478
19028, 1264542537.744416, 0, 0.010315, 0.029278, 360448, 0, 2365, 2352, 16
19033, 1264542537.747859, 42643001, 6.571688, 0.017771, 192512, 386, 0, 1, 2407
19030, 1264542537.758003, 14458001, 6.596287, 0.021704, 192512, 710, 0, 2, 2627
19030, 1264542537.761338, 14460001, 6.599587, 0.021723, 192512, 711, 0, 2, 2629
19032, 1264542537.765648, 32926001, 6.475746, 0.018133, 192512, 442, 0, 1, 2479
19033, 1264542537.765808, 42646001, 6.579543, 0.017791, 192512, 387, 0, 1, 2410
19028, 1264542537.765830, 0, 0.010334, 0.029323, 360448, 0, 2370, 2357, 16
19033, 1264542537.773054, 42649001, 6.586747, 0.017804, 192512, 388, 0, 1, 2412
19031, 1264542537.785137, 23448001, 6.519434, 0.018824, 192512, 487, 0, 1, 2433
19032, 1264542537.785519, 32928001, 6.480558, 0.018148, 192512, 443, 0, 1, 2480
19033, 1264542537.791338, 42651001, 6.592330, 0.017854, 192512, 389, 0, 1, 2420
19032, 1264542537.792626, 32931001, 6.487654, 0.018160, 192512, 444, 0, 1, 2480
19028, 1264542537.792648, 0, 0.010353, 0.029370, 360448, 0, 2375, 2362, 16
19031, 1264542537.817951, 23454001, 6.531135, 0.018855, 192512, 488, 0, 1, 2437
19031, 1264542537.819973, 23455001, 6.533134, 0.018865, 192512, 489, 0, 1, 2438
19030, 1264542537.820153, 14467001, 6.610604, 0.021759, 192512, 712, 0, 2, 2634
19034, 1264542537.826013, 52303001, 6.272603, 0.015371, 192512, 340, 0, 1, 1915
19030, 1264542537.835106, 14476001, 6.625025, 0.021776, 192512, 713, 0, 2, 2635
19028, 1264542537.835130, 0, 0.010372, 0.029418, 360448, 0, 2380, 2367, 16
19032, 1264542537.836403, 32937001, 6.501371, 0.018181, 192512, 445, 0, 1, 2482
19033, 1264542537.838644, 42658001, 6.610855, 0.017891, 192512, 390, 0, 1, 2425
19032, 1264542537.843395, 32940001, 6.508322, 0.018198, 192512, 446, 0, 1, 2484
19030, 1264542537.851485, 14478001, 6.628191, 0.021797, 192512, 714, 0, 2, 2637
19030, 1264542537.858216, 14482001, 6.634872, 0.021817, 192512, 715, 0, 2, 2640
19028, 1264542537.858240, 0, 0.010392, 0.029466, 360448, 0, 2385, 2372, 16
19034, 1264542537.859591, 52309001, 6.289252, 0.015397, 192512, 341, 0, 1, 1918
19032, 1264542537.862773, 32941001, 6.510839, 0.018212, 192512, 447, 0, 1, 2485
19031, 1264542537.867292, 23467001, 6.557060, 0.018919, 192512, 490, 0, 1, 2448
19031, 1264542537.885994, 23469001, 6.561167, 0.018943, 192512, 491, 0, 1, 2451
19032, 1264542537.925374, 32953001, 6.537896, 0.018235, 192512, 448, 0, 1, 2487
19028, 1264542537.933117, 0, 0.010412, 0.029516, 360448, 0, 2390, 2377, 16
19030, 1264542537.930751, 14497001, 6.658656, 0.021866, 192512, 716, 0, 2, 2647
19030, 1264542537.935397, 14500001, 6.663251, 0.021878, 192512, 717, 0, 2, 2648
19033, 1264542537.943451, 42675001, 6.652891, 0.017981, 192512, 391, 0, 1, 2438
19034, 1264542537.945793, 52320001, 6.319850, 0.015426, 192512, 342, 0, 1, 1921
19031, 1264542537.948952, 23478001, 6.579187, 0.019008, 192512, 492, 0, 1, 2461
19028, 1264542537.948975, 0, 0.010433, 0.029591, 360448, 0, 2395, 2381, 16
19032, 1264542537.950266, 32955001, 6.542711, 0.018258, 192512, 449, 0, 1, 2490
19031, 1264542537.954648, 23481001, 6.584841, 0.019022, 192512, 493, 0, 1, 2463
19031, 1264542537.956700, 23482001, 6.586840, 0.019042, 192512, 494, 0, 1, 2466
19030, 1264542537.965130, 14506001, 6.672961, 0.021895, 192512, 718, 0, 2, 2649
19034, 1264542537.968694, 52321001, 6.322731, 0.015441, 192512, 343, 0, 1, 1922
19028, 1264542537.968716, 0, 0.010452, 0.029637, 360448, 0, 2400, 2386, 16
19033, 1264542537.975285, 42679001, 6.662936, 0.018013, 192512, 392, 0, 1, 2442
19031, 1264542537.992898, 23490001, 6.602273, 0.019080, 192512, 495, 0, 1, 2472
19031, 1264542537.994685, 23491001, 6.604019, 0.019103, 192512, 496, 0, 1, 2473
19033, 1264542538.013204, 42682001, 6.670781, 0.018059, 192512, 393, 0, 1, 2446
19030, 1264542538.024950, 14517001, 6.690250, 0.021924, 192512, 719, 0, 2, 2651
19028, 1264542538.024981, 0, 0.010476, 0.029698, 360448, 0, 2405, 2391, 16
19034, 1264542538.030891, 52335001, 6.360634, 0.015567, 192512, 344, 0, 1, 1938
19030, 1264542538.033550, 14518001, 6.691840, 0.021937, 192512, 720, 0, 2, 2652
19030, 1264542538.041371, 14523001, 6.699648, 0.021951, 192512, 721, 0, 2, 2652
19032, 1264542538.042522, 32974001, 6.585692, 0.018331, 192512, 450, 0, 1, 2500
19030, 1264542538.059658, 14529001, 6.709367, 0.021972, 192512, 722, 0, 2, 2653
19028, 1264542538.059685, 0, 0.010498, 0.029751, 360448, 0, 2410, 2396, 16
19034, 1264542538.065033, 52336001, 6.363134, 0.015590, 192512, 345, 0, 1, 1940
19034, 1264542538.090480, 52341001, 6.377035, 0.015614, 192512, 346, 0, 1, 1943
19033, 1264542538.093367, 42696001, 6.705368, 0.018112, 192512, 394, 0, 1, 2450
19034, 1264542538.093476, 52342001, 6.379992, 0.015628, 192512, 347, 0, 1, 1945
19030, 1264542538.101631, 14542001, 6.729807, 0.022005, 192512, 723, 0, 2, 2658
19028, 1264542538.101653, 0, 0.010518, 0.029797, 360448, 0, 2415, 2401, 16
19031, 1264542538.109228, 23511001, 6.643210, 0.019217, 192512, 497, 0, 1, 2490
19030, 1264542538.116663, 14545001, 6.734738, 0.022027, 192512, 724, 0, 2, 2661
19030, 1264542538.124588, 14550001, 6.742624, 0.022043, 192512, 725, 0, 2, 2663
19034, 1264542538.130577, 52348001, 6.396914, 0.015666, 192512, 348, 0, 1, 1952
19032, 1264542538.132860, 32988001, 6.617152, 0.018384, 192512, 451, 0, 1, 2509
19028, 1264542538.132883, 0, 0.010537, 0.029844, 360448, 0, 2420, 2406, 16
19032, 1264542538.135223, 32989001, 6.619508, 0.018391, 192512, 452, 0, 1, 2509
19030, 1264542538.139440, 14553001, 6.747378, 0.022068, 192512, 726, 0, 2, 2667
19030, 1264542538.144241, 14556001, 6.752156, 0.022078, 192512, 727, 0, 2, 2668
19033, 1264542538.148440, 42702001, 6.720405, 0.018138, 192512, 395, 0, 1, 2452
19034, 1264542538.171566, 52357001, 6.421560, 0.015707, 192512, 349, 0, 1, 1959
19028, 1264542538.171591, 0, 0.010556, 0.029890, 360448, 0, 2425, 2411, 16
19030, 1264542538.173955, 14562001, 6.761757, 0.022109, 192512, 728, 0, 2, 2672
19030, 1264542538.185087, 14569001, 6.772774, 0.022155, 192512, 729, 0, 2, 2678
19034, 1264542538.192091, 52359001, 6.427288, 0.015742, 192512, 350, 0, 1, 1964
19032, 1264542538.195783, 32998001, 6.640039, 0.018410, 192512, 453, 0, 1, 2511
19031, 1264542538.198141, 23526001, 6.672077, 0.019245, 192512, 498, 0, 1, 2493
19028, 1264542538.198163, 0, 0.010575, 0.029940, 360448, 0, 2430, 2416, 16
19031, 1264542538.204231, 23529001, 6.678161, 0.019252, 192512, 499, 0, 1, 2493
19034, 1264542538.210893, 52362001, 6.435961, 0.015773, 192512, 351, 0, 1, 1968
19033, 1264542538.211752, 42711001, 6.743686, 0.018158, 192512, 396, 0, 1, 2454
19032, 1264542538.219836, 33000001, 6.644072, 0.018424, 192512, 454, 0, 1, 2512
19030, 1264542538.224835, 14581001, 6.792202, 0.022217, 192512, 730, 0, 2, 2688
19028, 1264542538.224857, 0, 0.010594, 0.029984, 360448, 0, 2435, 2421, 16
19031, 1264542538.230422, 23532001, 6.684333, 0.019266, 192512, 500, 0, 1, 2494
19030, 1264542538.243100, 14586001, 6.800278, 0.022247, 192512, 731, 0, 2, 2692
19031, 1264542538.258218, 23536001, 6.692110, 0.019279, 192512, 501, 0, 1, 2495
19030, 1264542538.259518, 14590001, 6.806619, 0.022269, 192512, 732, 0, 2, 2695
19030, 1264542538.277686, 14595001, 6.814596, 0.022292, 192512, 733, 0, 2, 2698
19028, 1264542538.277712, 0, 0.010615, 0.030080, 360448, 0, 2440, 2426, 16
19031, 1264542538.311150, 23547001, 6.713554, 0.019339, 192512, 502, 0, 1, 2501
19032, 1264542538.312577, 33018001, 6.684705, 0.018589, 192512, 455, 0, 1, 2542
19033, 1264542538.316100, 42726001, 6.781298, 0.018237, 192512, 397, 0, 1, 2463
19030, 1264542538.326599, 14599001, 6.821279, 0.022380, 192512, 734, 0, 2, 2714
19031, 1264542538.338763, 23553001, 6.725534, 0.019387, 192512, 503, 0, 1, 2505
19028, 1264542538.338790, 0, 0.010639, 0.030147, 360448, 0, 2445, 2431, 16
19034, 1264542538.344135, 52381001, 6.488744, 0.015929, 192512, 352, 0, 1, 1992
19032, 1264542538.349294, 33024001, 6.698075, 0.018623, 192512, 456, 0, 1, 2546
19030, 1264542538.353738, 14605001, 6.830651, 0.022410, 192512, 735, 0, 2, 2716
19031, 1264542538.366712, 23562001, 6.743164, 0.019457, 192512, 504, 0, 1, 2515
19034, 1264542538.410080, 52387001, 6.505597, 0.015970, 192512, 353, 0, 1, 1995
19028, 1264542538.410108, 0, 0.010660, 0.030200, 360448, 0, 2450, 2436, 16
19030, 1264542538.417548, 14623001, 6.858780, 0.022466, 192512, 736, 0, 2, 2722
19030, 1264542538.420834, 14625001, 6.862026, 0.022489, 192512, 737, 0, 2, 2723
19034, 1264542538.429039, 52392001, 6.519557, 0.016015, 192512, 354, 0, 1, 2000
19031, 1264542538.430818, 23572001, 6.762723, 0.019507, 192512, 505, 0, 1, 2519
19034, 1264542538.439402, 52393001, 6.522036, 0.016056, 192512, 355, 0, 1, 2006
19028, 1264542538.439428, 0, 0.010683, 0.030260, 360448, 0, 2455, 2441, 16
19034, 1264542538.444764, 52395001, 6.527355, 0.016072, 192512, 356, 0, 1, 2008
19031, 1264542538.445646, 23575001, 6.768194, 0.019527, 192512, 506, 0, 1, 2521
19033, 1264542538.461844, 42751001, 6.844118, 0.018398, 192512, 398, 0, 1, 2485
19032, 1264542538.471539, 33046001, 6.747268, 0.018770, 192512, 457, 0, 1, 2571
19030, 1264542538.477230, 14637001, 6.881084, 0.022544, 192512, 738, 0, 2, 2730
19028, 1264542538.477270, 0, 0.010707, 0.030319, 360448, 0, 2460, 2446, 16
19032, 1264542538.481622, 33049001, 6.753954, 0.018821, 192512, 458, 0, 1, 2578
19033, 1264542538.481943, 42753001, 6.849092, 0.018465, 192512, 399, 0, 1, 2492
19034, 1264542538.487468, 52398001, 6.535524, 0.016129, 192512, 357, 0, 1, 2013
19033, 1264542538.526700, 42762001, 6.871684, 0.018522, 192512, 400, 0, 1, 2500
19031, 1264542538.526806, 23592001, 6.801077, 0.019589, 192512, 507, 0, 1, 2529
19028, 1264542538.526832, 0, 0.010727, 0.030373, 360448, 0, 2465, 2451, 16
19033, 1264542538.538854, 42765001, 6.879357, 0.018565, 192512, 401, 0, 1, 2506
19033, 1264542538.541653, 42766001, 6.882129, 0.018578, 192512, 402, 0, 1, 2507
19034, 1264542538.542335, 52407001, 6.560789, 0.016162, 192512, 358, 0, 1, 2016
19030, 1264542538.546352, 14649001, 6.899765, 0.022607, 192512, 739, 0, 2, 2736
19031, 1264542538.553163, 23595001, 6.807301, 0.019605, 192512, 508, 0, 1, 2530
19028, 1264542538.553190, 0, 0.010747, 0.030421, 360448, 0, 2470, 2456, 16
19034, 1264542538.575811, 52414001, 6.580149, 0.016220, 192512, 359, 0, 1, 2025
19031, 1264542538.580634, 23601001, 6.819089, 0.019621, 192512, 509, 0, 1, 2531
19033, 1264542538.581612, 42774001, 6.901705, 0.018623, 192512, 403, 0, 1, 2515
19033, 1264542538.584035, 42775001, 6.904107, 0.018634, 192512, 404, 0, 1, 2516
19032, 1264542538.592091, 33066001, 6.792597, 0.018911, 192512, 459, 0, 1, 2590
19028, 1264542538.592115, 0, 0.010767, 0.030470, 360448, 0, 2475, 2461, 16
19030, 1264542538.596623, 14658001, 6.914344, 0.022627, 192512, 740, 0, 2, 2738
19030, 1264542538.601172, 14661001, 6.918883, 0.022638, 192512, 741, 0, 2, 2738
19030, 1264542538.602879, 14662001, 6.920583, 0.022644, 192512, 742, 0, 2, 2738
19034, 1264542538.603049, 52420001, 6.596829, 0.016282, 192512, 360, 0, 1, 2036
19032, 1264542538.625413, 33072001, 6.805900, 0.018924, 192512, 460, 0, 1, 2591
19028, 1264542538.625439, 0, 0.010789, 0.030567, 360448, 0, 2480, 2466, 16
19034, 1264542538.625887, 52425001, 6.609469, 0.016324, 192512, 361, 0, 1, 2043
19030, 1264542538.631069, 14667001, 6.928756, 0.022657, 192512, 743, 0, 2, 2739
19033, 1264542538.635838, 42783001, 6.924886, 0.018667, 192512, 405, 0, 1, 2522
19031, 1264542538.646125, 23614001, 6.844536, 0.019654, 192512, 510, 0, 1, 2533
19030, 1264542538.662150, 14674001, 6.939817, 0.022671, 192512, 744, 0, 2, 2740
19028, 1264542538.662176, 0, 0.010810, 0.030617, 360448, 0, 2485, 2471, 16
19033, 1264542538.664785, 42789001, 6.940146, 0.018714, 192512, 406, 0, 1, 2530
19033, 1264542538.667359, 42790001, 6.942699, 0.018724, 192512, 407, 0, 1, 2531
19032, 1264542538.676183, 33081001, 6.826633, 0.018951, 192512, 461, 0, 1, 2593
19031, 1264542538.680259, 23616001, 6.848644, 0.019671, 192512, 511, 0, 1, 2534
19032, 1264542538.698624, 33082001, 6.829034, 0.018964, 192512, 462, 0, 1, 2594
